FIPS,Percent_change_fast_food_restaurants_2011_2016,FIPS,Percent_change_convenience_stores_2011_2016,FIPS,Metro_nonmetro_counties_2010,FIPS,Persistent_poverty_counties_2010,FIPS,Population_loss_counties_2010,FIPS,Recreation_fitness_facilities_2011,FIPS,Grocery_stores_2011,FIPS,Low_access_to_stores_2010,FIPS,SNAP_benefits_per_capita_2012,FIPS,WIC_redemptions_per_capita_2011
17137,-0.736462792,17137,3.775516172,17137,0,17137,0,17137,0.0,17137,0.112723686,17137,0.169085529,17137,8929.53970656035,17137,19.426591873168945,17137,18.38227081298828
17139,1.705596274,17139,18.656528986,17139,0,17139,0,17139,0.0,17139,0.134698276,17139,0.134698276,17139,439.077451904352,17139,10.532983779907227,17139,10.144433975219727
17141,14.435746479,17141,11.684887189,17141,0,17141,0,17141,0.0,17141,0.094224065,17141,0.131913691,17141,6654.20338727119,17141,18.935089111328125,17141,9.798898696899414
17143,16.371950266,17143,0.739897245,17143,1,17143,0,17143,0.0,17143,0.074999866,17143,0.246428131,17143,55264.654301275,17143,24.993499755859375,17143,14.69630241394043
17145,129.03376672,17145,4.1062576,17145,0,17145,0,17145,0.0,17145,0.0449236,17145,0.224618149,17145,4608.84748132103,17145,22.258602142333984,17145,15.490360260009766
17147,21.110976643,17147,-11.689912865,17147,1,17147,0,17147,0.0,17147,0.119911266,17147,0.179866898,17147,511.275664257828,17147,6.943602561950684,17147,
17149,-11.781531653,17149,11.498341938,17149,0,17149,0,17149,1.0,17149,0.061177,17149,0.305885232,17149,3952.5830985664,17149,17.407955169677734,17149,17.302677154541016
17151,0.0,17151,-47.683352736,17151,0,17151,0,17151,0.0,17151,0.0,17151,0.222518914,17151,1327.66069927502,17151,30.16015625,17151,
17153,-46.591111904,17153,6.817776191,17153,0,17153,1,17153,1.0,17153,0.0,17153,0.835421888,17153,3550.76123370464,17153,41.74355697631836,17153,
17155,0.0,17155,-47.743571803,17155,0,17155,0,17155,0.0,17155,0.334728033,17155,0.334728033,17155,0.00296986475586891,17155,10.083488464355469,17155,
17157,2.503297849,17157,-8.885957467,17157,0,17157,0,17157,1.0,17157,0.089785413,17157,0.269356239,17157,4448.41491872497,17157,18.104108810424805,17157,15.5045804977417
17159,-5.210529161,17159,53.121452894,17159,0,17159,0,17159,0.0,17159,0.185322461,17159,0.185322461,17159,803.079117511576,17159,21.662328720092773,17159,25.026185989379883
17161,3.178921282,17161,2.767267928,17161,1,17161,0,17161,0.0,17161,0.088200174,17161,0.156046461,17161,30119.6182615352,17161,19.978904724121094,17161,20.949573516845703
17163,18.998274686,17163,6.916817198,17163,1,17163,0,17163,0.0,17163,0.103712923,17163,0.166681483,17163,112882.85287621,17163,27.43807029724121,17163,18.82283592224121
17165,20.795244251,17165,21.927699666,17165,0,17165,0,17165,0.0,17165,0.0,17165,0.28110192,17165,8689.18919457819,17165,33.61769104003906,17165,26.315778732299805
17167,8.297748265,17167,7.789308132,17167,1,17167,0,17167,0.0,17167,0.105543549,17167,0.145750616,17167,62373.1540462642,17167,21.35009002685547,17167,15.115933418273926
17169,5.798950801,17169,41.065267735,17169,0,17169,0,17169,0.0,17169,0.0,17169,0.134012329,17169,1055.32343109987,17169,13.816230773925781,17169,
17171,-48.288822948,17171,3.422354105,17171,0,17171,0,17171,1.0,17171,0.0,17171,0.382555471,17171,223.341010969845,17171,11.13002872467041,17171,
17173,19.646829598,17173,16.228348752,17173,0,17173,0,17173,0.0,17173,0.0448793,17173,0.179517099,17173,3526.94629694271,17173,12.445594787597656,17173,
17175,0.0,17175,6.138757719,17175,1,17175,0,17175,1.0,17175,0.0,17175,0.513347023,17175,1799.41454685856,17175,11.668408393859863,17175,
17177,-17.596656217,17177,12.9346394,17177,0,17177,0,17177,0.0,17177,0.1902105,17177,0.169076,17177,4193.93882246202,17177,22.88271713256836,17177,17.51706314086914
17179,26.149749478,17179,3.201947921,17179,1,17179,0,17179,0.0,17179,0.110431345,17179,0.103069255,17179,54675.3587262514,17179,13.74603271484375,17179,13.572163581848145
17181,50.349772926,17181,-17.30762489,17181,0,17181,0,17181,0.0,17181,0.0,17181,0.226103669,17181,1402.49029121388,17181,28.262062072753906,17181,22.760385513305664
17183,8.323516478,17183,-10.019596152,17183,1,17183,0,17183,1.0,17183,0.073710979,17183,0.159707122,17183,14336.8184966444,17183,32.70418167114258,17183,22.99297523498535
17185,2.415081227,17185,22.898097472,17185,0,17185,0,17185,1.0,17185,0.169649673,17185,0.169649673,17185,1006.75779699299,17185,19.07596206665039,17185,
17187,17.759123063,17187,-11.680657702,17187,0,17187,0,17187,1.0,17187,0.112151629,17187,0.392530702,17187,127.778469350946,17187,18.7252197265625,17187,16.759899139404297
17189,31.864883885,17189,13.957307061,17189,0,17189,0,17189,0.0,17189,0.137230685,17189,0.548922739,17189,1628.93149336042,17189,8.33447551727295,17189,6.7421956062316895
17191,-13.856444647,17191,11.667571753,17191,0,17191,0,17191,1.0,17191,0.180115274,17191,0.180115274,17191,3415.89482819189,17191,18.23714256286621,17191,15.123183250427246
17193,3.542021579,17193,3.542021579,17193,0,17193,0,17193,1.0,17193,0.068554192,17193,0.34277096,17193,4384.11561135809,17193,21.725658416748047,17193,17.448627471923828
17195,9.710623921,17195,11.649953131,17195,0,17195,0,17195,0.0,17195,0.102965404,17195,0.137287205,17195,9949.30856734247,17195,16.450557708740234,17195,22.754562377929688
17197,12.105594908,17197,15.559210383,17197,1,17197,0,17197,0.0,17197,0.091092746,17197,0.136639118,17197,242455.252477811,17197,12.30250072479248,17197,9.91067123413086
17199,12.716059812,17199,21.386525952,17199,1,17199,0,17199,0.0,17199,0.134910285,17199,0.224850474,17199,11942.9240217804,17199,26.850313186645508,17199,17.458707809448242
17201,12.087840643,17201,14.854189986,17201,1,17201,0,17201,0.0,17201,0.085158275,17201,0.173722881,17201,72887.0443145967,17201,29.587215423583984,17201,19.81918716430664
17203,5.640308161,17203,49.657103229,17203,1,17203,0,17203,0.0,17203,0.077232005,17203,0.205952013,17203,2900.69618051895,17203,6.645466327667236,17203,4.132349491119385
18001,-14.635842416,18001,5.688957009,18001,0,18001,0,18001,0.0,18001,0.116373793,18001,0.174560689,18001,2454.52054161858,18001,12.19128131866455,18001,13.649188041687012
18003,10.704107585,18003,2.541040766,18003,1,18003,0,18003,0.0,18003,0.133784111,18003,0.11148676,18003,117581.180708429,18003,19.500232696533203,18003,16.232521057128906
18005,12.127095217,18005,23.910766111,18005,1,18005,0,18005,0.0,18005,0.10312069,18005,0.20624138,18005,18060.874777349,18005,14.028985023498535,18005,17.048904418945312
18007,36.460620065,18007,2.345465049,18007,1,18007,0,18007,1.0,18007,0.225784601,18007,0.225784601,18007,106.040960429321,18007,18.259275436401367,18007,
18009,4.786749482,18009,22.251207729,18009,0,18009,0,18009,1.0,18009,0.158065281,18009,0.395163202,18009,257.627560957335,18009,22.3885555267334,18009,18.564697265625
18011,-0.151419341,18011,-4.261040801,18011,1,18011,0,18011,0.0,18011,0.138207449,18011,0.138207449,18011,7605.86393614851,18011,8.714837074279785,18011,7.008683681488037
18013,67.399609097,18013,-13.908772464,18013,1,18013,0,18013,0.0,18013,0.066339392,18013,0.199018177,18013,450.147938582862,18013,14.355020523071289,18013,4.279782295227051
18015,-7.336335723,18015,14.726441486,18015,1,18015,0,18015,0.0,18015,0.149670724,18015,0.249451207,18015,923.163702689209,18015,10.800934791564941,18015,7.592235565185547
18017,9.458379484,18017,33.903178872,18017,0,18017,0,18017,0.0,18017,0.077073271,18017,0.205528723,18017,1591.82616788192,18017,17.518291473388672,18017,19.971532821655273
18019,2.320218048,18019,-6.301358353,18019,1,18019,0,18019,0.0,18019,0.080705184,18019,0.161410368,18019,23781.4320317526,18019,14.426715850830078,18019,15.814925193786621
18021,-14.666259589,18021,10.933862535,18021,1,18021,0,18021,0.0,18021,0.0372689,18021,0.186344663,18021,1038.26506115027,18021,18.63294219970703,18021,19.28928565979004
18023,-1.835208314,18023,10.312274269,18023,0,18023,0,18023,0.0,18023,0.0,18023,0.181532131,18023,1330.85749608024,18023,18.1763858795166,18023,21.5119571685791
18025,0.387487005,18025,-33.075008663,18025,0,18025,0,18025,0.0,18025,0.0,18025,0.188288458,18025,1211.29734653632,18025,18.915964126586914,18025,
18027,-12.874806801,18027,33.107934055,18027,0,18027,0,18027,0.0,18027,0.0313058,18027,0.18783458,18027,1437.98425034298,18027,12.968037605285645,18027,17.154361724853516
18029,20.277295693,18029,6.084574801,18029,1,18029,0,18029,0.0,18029,0.100036013,18029,0.120043216,18029,13205.3719350514,18029,12.599549293518066,18029,6.843392848968506
18031,-7.482380363,18031,9.286438197,18031,0,18031,0,18031,0.0,18031,0.115919629,18031,0.270479134,18031,3541.34775666133,18031,18.130285263061523,18031,18.18207359313965
18033,39.441576725,18033,-35.259267949,18033,0,18033,0,18033,0.0,18033,0.11778563,18033,0.188457008,18033,11734.3297929514,18033,15.557499885559082,18033,13.815449714660645
18035,11.443288304,18035,26.054917174,18035,1,18035,0,18035,1.0,18035,0.127286922,18035,0.118801127,18035,28538.572515564,18035,22.024370193481445,18035,15.859413146972656
18037,5.119209923,18037,20.180149356,18037,0,18037,0,18037,0.0,18037,0.142348754,18037,0.260972716,18037,2370.35736945669,18037,7.54676628112793,18037,16.192378997802734
18039,14.558276043,18039,3.157144698,18039,1,18039,0,18039,0.0,18039,0.075611318,18039,0.196589426,18039,38971.2202742681,18039,21.588876724243164,18039,23.535343170166016
18041,8.559690729,18041,14.223674593,18041,0,18041,0,18041,1.0,18041,0.082815735,18041,0.16563147,18041,5202.24000161974,18041,30.789840698242188,18041,22.82453155517578
18043,17.266008889,18043,-15.757177522,18043,1,18043,0,18043,0.0,18043,0.106702234,18043,0.18672891,18043,17846.0161004116,18043,17.284147262573242,18043,14.162832260131836
18045,-33.733523865,18045,14.546337319,18045,0,18045,0,18045,0.0,18045,0.0,18045,0.233127404,18045,643.078598305043,18045,14.80810832977295,18045,19.96455955505371
18047,1.346534653,18047,39.351485149,18047,0,18047,0,18047,0.0,18047,0.173678954,18047,0.477617125,18047,2094.70128001872,18047,14.673094749450684,18047,17.09598159790039
18049,2.944827929,18049,85.300690272,18049,0,18049,0,18049,0.0,18049,0.0482393,18049,0.289435601,18049,3231.78589626202,18049,19.57434844970703,18049,18.724334716796875
18051,-14.972100067,18051,-0.184639209,18051,0,18051,0,18051,0.0,18051,0.0596712,18051,0.208849241,18051,3461.20846400737,18051,12.46370792388916,18051,15.394440650939941
18053,6.374366159,18053,-10.061516298,18053,0,18053,0,18053,1.0,18053,0.0574391,18053,0.100518388,18053,14392.463641635,18053,23.11505889892578,18053,21.70105743408203
18055,-21.929766227,18055,-21.642743309,18055,0,18055,0,18055,0.0,18055,0.0302865,18055,0.242292083,18055,2712.31788657273,18055,16.96377944946289,18055,14.180657386779785
18057,18.295119957,18057,-14.638636554,18057,1,18057,0,18057,0.0,18057,0.194158992,18057,0.116495395,18057,95377.4038112412,18057,4.044097900390625,18057,6.0286478996276855
18059,10.797696763,18059,-4.662446971,18059,1,18059,0,18059,0.0,18059,0.0568658,18059,0.0568658,18059,22870.7646120049,18059,10.330607414245605,18059,7.000854969024658
18061,-24.777290134,18061,6.95729059,18061,1,18061,0,18061,0.0,18061,0.051053,18061,0.076579451,18061,2153.46158606396,18061,14.57980728149414,18061,13.309514999389648
18063,5.044122744,18063,13.223411392,18063,1,18063,0,18063,0.0,18063,0.114454222,18063,0.0605934,18063,53660.3399010266,18063,5.987765312194824,18063,7.908183574676514
18065,5.673402976,18065,25.988043054,18065,0,18065,0,18065,0.0,18065,0.101595042,18065,0.162552067,18065,2249.17219697026,18065,22.609424591064453,18065,14.914739608764648
18067,6.19315304,18067,30.922163252,18067,1,18067,0,18067,0.0,18067,0.120809423,18067,0.108728481,18067,25625.4860978291,18067,21.83893394470215,18067,21.418222427368164
18069,39.337029556,18069,6.825055993,18069,0,18069,0,18069,0.0,18069,0.080729797,18069,0.134549662,18069,7638.15841549679,18069,14.980842590332031,18069,14.105969429016113
18071,0.696860026,18071,21.005470451,18071,0,18071,0,18071,0.0,18071,0.069868182,18071,0.186315152,18071,6493.9141434224,18071,15.413148880004883,18071,21.192054748535156
18073,-4.080560464,18073,30.886726858,18073,1,18073,0,18073,0.0,18073,0.089769293,18073,0.239384781,18073,2420.94557571027,18073,14.049388885498047,18073,13.811220169067383
18075,1.3878327,18075,-32.408111534,18075,0,18075,0,18075,0.0,18075,0.09375586,18075,0.09375586,18075,4108.01128953136,18075,17.87220001220703,18075,15.483962059020996
18077,-4.661495595,18077,0.105429626,18077,0,18077,0,18077,0.0,18077,0.0619521,18077,0.216832389,18077,4772.60194119829,18077,18.020030975341797,18077,18.084331512451172
18079,1.915140106,18079,27.393925132,18079,0,18079,0,18079,0.0,18079,0.0355227,18079,0.10656815,18079,5226.18612324146,18079,21.10060691833496,18079,19.3597469329834
18081,-2.098331827,18081,-10.638344672,18081,1,18081,0,18081,0.0,18081,0.077617838,18081,0.070561671,18081,42603.4916872591,18081,11.586565017700195,18081,10.613673210144043
18083,6.247817259,18083,2.453252357,18083,0,18083,0,18083,1.0,18083,0.12999506,18083,0.12999506,18083,4871.93773560288,18083,18.9309139251709,18083,16.59838104248047
18085,25.144457483,18085,-5.350513766,18085,0,18085,0,18085,0.0,18085,0.090472005,18085,0.168019439,18085,17485.9883799808,18085,11.980097770690918,18085,14.116352081298828
18087,31.618135589,18087,-23.422175657,18087,0,18087,0,18087,0.0,18087,0.0266959,18087,0.160175125,18087,522.083755357949,18087,7.299108505249023,18087,1.8152916431427002
18089,13.035260055,18089,21.101270219,18089,1,18089,0,18089,0.0,18089,0.07274432,18089,0.159633369,18089,138588.469578829,18089,27.30256462097168,18089,19.13910675048828
18091,-6.770135352,18091,0.999020035,18091,1,18091,0,18091,0.0,18091,0.053904,18091,0.17967999,18091,20849.2885642981,18091,23.72405433654785,18091,18.358354568481445
18093,-14.977070762,18093,-6.279839906,18093,0,18093,0,18093,0.0,18093,0.130067201,18093,0.195100802,18093,4145.53024553518,18093,16.312009811401367,18093,16.057838439941406
18095,9.840248528,18095,13.941426638,18095,1,18095,0,18095,0.0,18095,0.068711731,18095,0.160327373,18095,32821.3843822511,18095,21.018512725830078,18095,17.163249969482422
18097,3.486880791,18097,6.234264721,18097,1,18097,0,18097,0.0,18097,0.097673934,18097,0.170106289,18097,226699.941259878,18097,28.220855712890625,18097,21.885154724121094
18099,-4.315293517,18099,-16.90257932,18099,0,18099,0,18099,0.0,18099,0.085236959,18099,0.213092397,18099,7428.19219869171,18099,14.242237091064453,18099,16.893924713134766
18101,-7.932490955,18101,21.529111939,18101,0,18101,0,18101,0.0,18101,0.096786682,18101,0.290360046,18101,267.923241687997,18101,14.586565971374512,18101,11.611116409301758
18103,1.61366346,18103,28.710640382,18103,0,18103,0,18103,0.0,18103,0.081857622,18103,0.218286993,18103,6700.64744804632,18103,19.567459106445312,18103,14.100175857543945
18105,7.181831649,18105,2.719716313,18105,1,18105,0,18105,0.0,18105,0.064238912,18105,0.13561548,18105,27358.3701143153,18105,9.949932098388672,18105,9.93074893951416
18107,20.87116962,18107,31.859457767,18107,0,18107,0,18107,0.0,18107,0.0521716,18107,0.156514934,18107,4577.47527948612,18107,15.937568664550781,18107,16.866016387939453
18109,5.565045629,18109,8.581189789,18109,1,18109,0,18109,0.0,18109,0.0577768,18109,0.144441877,18109,12319.7200826014,18109,18.562286376953125,18109,10.351550102233887
18111,25.346999786,18111,0.277599829,18111,1,18111,0,18111,0.0,18111,0.070982396,18111,0.212947189,18111,193.618592699058,18111,15.211922645568848,18111,9.540115356445312
18113,-14.526007697,18113,5.585519904,18113,0,18113,0,18113,0.0,18113,0.0422753,18113,0.126825763,18113,3232.64207401234,18113,14.469884872436523,18113,14.920597076416016
18115,2.938179348,18115,-31.374547101,18115,1,18115,0,18115,0.0,18115,0.0,18115,0.164989276,18115,0.0,18115,10.418384552001953,18115,
18117,22.79041117,18117,-40.310216792,18117,0,18117,0,18117,0.0,18117,0.0501655,18117,0.250827732,18117,1188.97697640885,18117,20.223257064819336,18117,16.707151412963867
18119,-22.924433611,18119,37.023229137,18119,1,18119,0,18119,0.0,18119,0.0465095,18119,0.093018929,18119,151.755688627538,18119,21.391708374023438,18119,11.539132118225098
18121,67.964065971,18121,29.572279463,18121,0,18121,0,18121,0.0,18121,0.0585172,18121,0.11703435,18121,1605.42519785161,18121,16.06624984741211,18121,
18123,2.1567596,18123,13.507510667,18123,0,18123,0,18123,0.0,18123,0.102986612,18123,0.205973223,18123,5305.31408947603,18123,12.62756633758545,18123,17.768430709838867
18125,-56.356614097,18125,30.930157708,18125,0,18125,0,18125,0.0,18125,0.079013906,18125,0.237041719,18125,647.399691153954,18125,13.11223316192627,18125,
18127,8.364324521,18127,14.067710023,18127,1,18127,0,18127,0.0,18127,0.096660968,18127,0.090619657,18127,63748.1979540505,18127,11.438016891479492,18127,11.435846328735352
18129,-14.0917603,18129,-6.932740325,18129,1,18129,0,18129,0.0,18129,0.116776956,18129,0.19462826,18129,5972.42236099762,18129,11.74533748626709,18129,6.955617904663086
18131,-26.547458568,18131,4.932202046,18131,0,18131,0,18131,0.0,18131,0.075568654,18131,0.151137308,18131,354.733496813788,18131,17.910200119018555,18131,
18133,-2.91889782,18133,1.704011807,18133,1,18133,0,18133,0.0,18133,0.0,18133,0.0527704,18133,1058.34178499249,18133,13.537467002868652,18133,13.098556518554688
18135,33.507208702,18135,12.49218511,18135,0,18135,0,18135,0.0,18135,0.115291495,18135,0.115291495,18135,5240.25729746725,18135,20.01444435119629,18135,12.246070861816406
18137,31.809566103,18137,-6.404131633,18137,0,18137,0,18137,0.0,18137,0.069847035,18137,0.384158692,18137,732.258032929021,18137,12.889044761657715,18137,11.119485855102539
18139,3.907893946,18139,14.29868334,18139,0,18139,0,18139,0.0,18139,0.11572065,18139,0.173580976,18139,593.434102042826,18139,18.03842544555664,18139,11.341744422912598
18141,17.774037456,18141,5.288440313,18141,1,18141,0,18141,0.0,18141,0.104999869,18141,0.157499803,18141,90149.8192260656,18141,21.413894653320312,18141,16.07390022277832
18143,12.006299124,18143,17.60661408,18143,1,18143,0,18143,0.0,18143,0.0418445,18143,0.292911541,18143,1250.32585351076,18143,28.59883689880371,18143,24.934242248535156
18145,13.219837129,18145,17.830599727,18145,1,18145,0,18145,0.0,18145,0.067724677,18145,0.180599138,18145,4515.5627892971,18145,17.939422607421875,18145,14.776931762695312
18147,31.551540247,18147,-4.990554266,18147,0,18147,0,18147,0.0,18147,0.0,18147,0.238458604,18147,1.78806897578761,18147,10.829644203186035,18147,9.8177490234375
18149,-21.63699451,18149,-32.83170958,18149,0,18149,0,18149,0.0,18149,0.0431686,18149,0.25901144,18149,1374.64213054335,18149,28.024904251098633,18149,16.096073150634766
18151,-21.498657477,18151,-0.840409445,18151,0,18151,0,18151,0.0,18151,0.117305493,18151,0.234610986,18151,7252.00904651454,18151,14.853440284729004,18151,18.626232147216797
18153,-13.409698755,18153,16.953134149,18153,1,18153,0,18153,0.0,18153,0.0,18153,0.235615664,18153,1054.87997891137,18153,16.28546714782715,18153,11.115571022033691
18155,-0.347515732,18155,149.13121067,18155,0,18155,0,18155,0.0,18155,0.0,18155,0.188501414,18155,487.624455233279,18155,17.048175811767578,18155,
18157,8.553289448,18157,26.880468186,18157,1,18157,0,18157,0.0,18157,0.0569629,18157,0.142407136,18157,48237.5203411039,18157,13.414299011230469,18157,15.056989669799805
18159,30.419361225,18159,-10.569580874,18159,0,18159,0,18159,0.0,18159,0.0,18159,0.063247106,18159,5142.44355802833,18159,12.945810317993164,18159,
18161,-30.29203869,18161,30.702427455,18161,1,18161,0,18161,0.0,18161,0.0,18161,0.133422282,18161,0.0,18161,21.425657272338867,18161,
18163,5.063316823,18163,14.772005226,18163,1,18163,0,18163,0.0,18163,0.12192824,18163,0.193976745,18163,35571.2584480284,18163,19.880229949951172,18163,15.066664695739746
18165,-19.945337689,18165,47.039175673,18165,1,18165,0,18165,0.0,18165,0.0622355,18165,0.186706497,18165,2245.47225981537,18165,15.477461814880371,18165,
18167,-0.554528746,18167,-23.646735554,18167,1,18167,0,18167,0.0,18167,0.083121681,18167,0.157007619,18167,29115.964174139,18167,20.842363357543945,18167,17.18102264404297
18169,16.129837406,18169,3.226522139,18169,0,18169,0,18169,1.0,18169,0.0614081,18169,0.184224262,18169,2760.24706971774,18169,14.695136070251465,18169,17.123558044433594
18171,0.0,18171,3.547834598,18171,0,18171,0,18171,0.0,18171,0.0,18171,0.236294896,18171,265.522490790112,18171,10.236533164978027,18171,
18173,32.256178768,18173,3.049605957,18173,1,18173,0,18173,0.0,18173,0.066467265,18173,0.182784978,18173,16946.506161009,18173,8.218667030334473,18173,11.297529220581055
18175,1.646965547,18175,-40.705936764,18175,1,18175,0,18175,0.0,18175,0.0354547,18175,0.21272824,18175,2752.81588175547,18175,19.870119094848633,18175,11.809582710266113
18177,-5.349868019,18177,6.617390048,18177,0,18177,0,18177,1.0,18177,0.043712,18177,0.145706751,18177,11682.9965189759,18177,21.690853118896484,18177,19.98421859741211
18179,-29.700811359,18179,12.039331897,18179,1,18179,0,18179,0.0,18179,0.0360672,18179,0.108201688,18179,2935.82895278903,18179,10.780738830566406,18179,
18181,-13.282436413,18181,2.020663043,18181,0,18181,0,18181,0.0,18181,0.0406702,18181,0.0406702,18181,2458.38035212395,18181,14.539558410644531,18181,
18183,10.679727631,18183,-0.388245132,18183,1,18183,0,18183,0.0,18183,0.089944235,18183,0.149907058,18183,1687.94835628103,18183,10.910436630249023,18183,10.774477005004883
19001,7.631954351,19001,7.631954351,19001,0,19001,0,19001,1.0,19001,0.265076209,19001,0.397614314,19001,605.066287368267,19001,12.877164840698242,19001,12.899019241333008
19003,-28.34589164,19003,7.48116254,19003,0,19003,0,19003,1.0,19003,0.0,19003,0.250375563,19003,243.46127252841,19003,13.259998321533203,19003,
19005,-18.04455981,19005,17.079200272,19005,0,19005,0,19005,0.0,19005,0.070382883,19005,0.351914414,19005,2728.18510378127,19005,14.26028060913086,19005,13.870595932006836
19007,-7.486596783,19007,-17.765863807,19007,0,19007,0,19007,1.0,19007,0.155690487,19007,0.467071462,19007,1858.72717007715,19007,21.11207389831543,19007,19.974390029907227
19009,,19009,6.530612245,19009,0,19009,0,19009,1.0,19009,0.0,19009,0.166583375,19009,253.693759132838,19009,10.599601745605469,19009,
19011,22.04984205,19011,23.50281636,19011,1,19011,0,19011,0.0,19011,0.115035086,19011,0.153380114,19011,3823.59859712224,19011,11.131109237670898,19011,5.624429702758789
19013,3.938243997,19013,0.638617204,19013,1,19013,0,19013,0.0,19013,0.091275576,19013,0.167338556,19013,31221.9442070445,19013,18.43027687072754,19013,19.59058952331543
19015,-0.503425565,19015,-0.503425565,19015,0,19015,0,19015,0.0,19015,0.114129194,19015,0.152172259,19015,3422.04477250067,19015,13.167795181274414,19015,9.495416641235352
19017,-1.64622337,19017,14.746072735,19017,1,19017,0,19017,0.0,19017,0.041024,19017,0.164095832,19017,1847.95315700355,19017,5.961373329162598,19017,8.396751403808594
19019,-13.011671579,19019,-14.786943588,19019,0,19019,0,19019,0.0,19019,0.0,19019,0.143465162,19019,2754.20672495919,19019,9.945391654968262,19019,10.953428268432617
19021,-19.944740478,19021,0.069074403,19021,0,19021,0,19021,0.0,19021,0.098609605,19021,0.197219209,19021,2738.82761527207,19021,14.241480827331543,19021,28.159421920776367
19023,205.760196092,19023,1.920065364,19023,0,19023,0,19023,1.0,19023,0.0,19023,0.200414189,19023,6747.82280229739,19023,8.93592357635498,19023,3.100066900253296
19025,-31.544035106,19025,2.683947342,19025,0,19025,0,19025,1.0,19025,0.0,19025,0.397535281,19025,4598.13933800051,19025,10.789854049682617,19025,
19027,-10.407664735,19027,2.391240302,19027,0,19027,0,19027,1.0,19027,0.0479547,19027,0.335683115,19027,949.233262781351,19027,10.197246551513672,19027,14.3328857421875
19029,-7.172483561,19029,-7.172483561,19029,0,19029,0,19029,1.0,19029,0.217959895,19029,0.581226388,19029,3557.69377527767,19029,15.092342376708984,19029,18.899456024169922
19031,-12.523768132,19031,7.663054607,19031,0,19031,0,19031,0.0,19031,0.163025758,19031,0.217367677,19031,1953.27233473741,19031,9.53744125366211,19031,5.3686442375183105
19033,-3.023407022,19033,2.080624187,19033,0,19033,0,19033,1.0,19033,0.159235669,19033,0.227479527,19033,7338.96077975482,19033,17.636714935302734,19033,20.96021842956543
19035,35.606554091,19035,-17.96640555,19035,0,19035,0,19035,1.0,19035,0.083139342,19035,0.249418025,19035,878.959937287617,19035,10.377463340759277,19035,12.534309387207031
19037,71.32277764,19037,-7.485700075,19037,0,19037,0,19037,1.0,19037,0.080645161,19037,0.161290323,19037,1834.88723403843,19037,9.017261505126953,19037,
19039,-16.388470098,19039,0.333835882,19039,0,19039,0,19039,0.0,19039,0.0,19039,0.321992058,19039,735.249619214578,19039,20.063875198364258,19039,
19041,-3.186757092,19041,1.653905054,19041,0,19041,0,19041,1.0,19041,0.241036457,19041,0.180777343,19041,1579.51057408388,19041,13.462313652038574,19041,19.166797637939453
19043,-8.107893693,19043,-12.483708279,19043,0,19043,0,19043,1.0,19043,0.0,19043,0.222000222,19043,3343.59683095186,19043,8.701062202453613,19043,11.068490982055664
19045,0.06774494,19045,0.06774494,19045,0,19045,0,19045,1.0,19045,0.162979261,19045,0.162979261,19045,10206.5259503133,19045,22.486310958862305,19045,15.489907264709473
19047,51.65531815,19047,-30.005237777,19047,0,19047,0,19047,0.0,19047,0.0580585,19047,0.348351138,19047,4551.52488472906,19047,14.383574485778809,19047,29.193925857543945
19049,10.241333571,19049,-29.418658384,19049,1,19049,0,19049,0.0,19049,0.114934272,19049,0.129301056,19049,3413.60355119611,19049,7.090307235717773,19049,9.719459533691406
19051,-1.471744748,19051,-1.471744748,19051,0,19051,0,19051,0.0,19051,0.114025086,19051,0.228050171,19051,1161.74682705807,19051,10.920331954956055,19051,
19053,36.648021545,19053,2.486016159,19053,0,19053,0,19053,0.0,19053,0.0,19053,0.242571255,19053,919.49542145338,19053,21.862733840942383,19053,
19055,2.055706758,19055,12.261277434,19055,0,19055,0,19055,0.0,19055,0.170222424,19055,0.170222424,19055,1552.07928934543,19055,8.953481674194336,19055,
19057,14.56891693,19057,10.280240895,19057,0,19057,0,19057,1.0,19057,0.099857703,19057,0.17475098,19057,9843.70256964221,19057,26.730810165405273,19057,17.303062438964844
19059,40.794133369,19059,-1.444106642,19059,0,19059,0,19059,0.0,19059,0.35593522,19059,0.237290147,19059,3426.67288088707,19059,8.838533401489258,19059,8.996085166931152
19061,3.751936556,19061,-0.050153,19061,1,19061,0,19061,0.0,19061,0.147993108,19061,0.147993108,19061,18161.0283298936,19061,13.538775444030762,19061,13.537385940551758
19063,26.340238544,19063,-15.773174304,19063,0,19063,0,19063,1.0,19063,0.198747888,19063,0.298121832,19063,2855.78229358433,19063,14.079300880432129,19063,
19065,4.868407886,19065,21.002009099,19065,0,19065,0,19065,0.0,19065,0.0954244,19065,0.1431366,19065,1167.72269926,19065,15.020873069763184,19065,12.743301391601562
19067,-12.840452885,19067,-8.482475529,19067,0,19067,0,19067,1.0,19067,0.124208173,19067,0.124208173,19067,3026.61709089547,19067,15.965707778930664,19067,
19069,74.689542484,19069,-25.133053221,19069,0,19069,0,19069,1.0,19069,0.09353662,19069,0.09353662,19069,1929.92139538992,19069,11.878706932067871,19069,
19071,41.264367816,19071,5.948275862,19071,0,19071,0,19071,1.0,19071,0.0,19071,0.542446433,19071,3370.50515368329,19071,14.406028747558594,19071,25.57001304626465
19073,72.605172605,19073,16.508491508,19073,0,19073,0,19073,0.0,19073,0.214362272,19073,0.107181136,19073,2330.0057528632,19073,15.76453971862793,19073,
