FIPS,State,County,Predicted_change_obese
51197,Virginia,Wythe,1.3423822476290324
51510,Virginia,Alexandria City,1.6691217947695076
51550,Virginia,Chesapeake City,1.6378629549508243
51650,Virginia,Hampton City,-0.33161256490565866
51700,Virginia,Newport News City,1.936828848846255
51710,Virginia,Norfolk City,1.5355817960356752
51740,Virginia,Portsmouth City,1.8888168269492454
51760,Virginia,Richmond City,4.039620174704719
51770,Virginia,Roanoke City,1.9306386742954542
51800,Virginia,Suffolk City,0.9688010474461966
51810,Virginia,Virginia Beach City,1.404860285490362
31001,Nebraska,Adams,1.9130941388599716
31003,Nebraska,Antelope,1.205850958163282
31005,Nebraska,Arthur,0.7396783855008611
31007,Nebraska,Banner,1.1392414412008147
31009,Nebraska,Blaine,0.9958656307848539
31011,Nebraska,Boone,1.7090487705262536
31013,Nebraska,Box Butte,2.2039791839715264
31015,Nebraska,Boyd,2.253906760866802
31017,Nebraska,Brown,2.1421297043202285
31019,Nebraska,Buffalo,1.683201294709671
31021,Nebraska,Burt,3.634247867869822
31023,Nebraska,Butler,2.651750032595256
31025,Nebraska,Cass,2.166689125498963
31027,Nebraska,Cedar,1.661977441260679
31029,Nebraska,Chase,1.878938332255121
31031,Nebraska,Cherry,2.181020735342377
31033,Nebraska,Cheyenne,1.3749861021706042
31037,Nebraska,Colfax,1.5743449677187138
31039,Nebraska,Cuming,1.1447254633356585
31041,Nebraska,Custer,1.8315044584966842
31043,Nebraska,Dakota,1.0159442157769978
31045,Nebraska,Dawes,0.5578622031850807
31047,Nebraska,Dawson,2.430090088618493
31051,Nebraska,Dixon,1.650811287854098
31053,Nebraska,Dodge,2.633080863362043
31055,Nebraska,Douglas,0.20334552527922692
31057,Nebraska,Dundy,1.055387559678807
31059,Nebraska,Fillmore,2.68349958018619
31061,Nebraska,Franklin,3.1308400491596595
31063,Nebraska,Frontier,1.9225329801014972
31065,Nebraska,Furnas,1.720255947439548
31067,Nebraska,Gage,1.9185302938178719
31069,Nebraska,Garden,2.5154541072033805
31071,Nebraska,Garfield,0.5492482844315294
31073,Nebraska,Gosper,2.8183059755508544
31075,Nebraska,Grant,0.9519921138945424
31077,Nebraska,Greeley,2.4524941323980243
31079,Nebraska,Hall,1.4175005226548167
31081,Nebraska,Hamilton,1.0731665598697866
31083,Nebraska,Harlan,1.6890863800634808
31087,Nebraska,Hitchcock,2.5638877438116303
31089,Nebraska,Holt,1.4615583683380933
31093,Nebraska,Howard,1.2993025130195672
31095,Nebraska,Jefferson,1.4160240782125908
31097,Nebraska,Johnson,0.16005735536734544
31099,Nebraska,Kearney,1.5819864464472977
31101,Nebraska,Keith,2.09136524734694
31103,Nebraska,Keya Paha,0.3432192603301152
